,location,salary,sector
773,PA,"35,000.00 - 40,000.00 $ /yearPlus Take home company vehicle, bonus opportunities,",Entry Level
774,MN,25.00 - 30.00 $ /hour,Experienced (Non-Manager)
775,FL,15.75 - 17.00 $ /hour,Experienced (Non-Manager)
776,IL,"30,000.00 - 100,000.00 $ /year",Entry Level
777,OH,21.00 - 23.00 $ /year,Installation/Maintenance/Repair
778,NY,24.85 - 29.81 $ /hour,Installation/Maintenance/Repair
779,NH,12.00 - 12.00 $ /hour,Manufacturing/Production/Operations
780,NJ,"90,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
781,OH,"25,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
782,MS,10.85 - 11.85 $ /hour,Manufacturing/Production/Operations
783,NJ,"45,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
784,OH,"45,000.00 - 50,000.00 $ /yearmonthly car allowance",Manager (Manager/Supervisor of Staff)
785,NC,"62,000.00 - 78,000.00 $ /year6,000",Manager (Manager/Supervisor of Staff)
786,CA,Expected earnings $50k+,Entry Level
787,PA,12.00 - 17.00 $ /year,Manufacturing/Production/Operations
788,NJ,"$31,000.00+ /year",Entry Level
789,CA,25.00 - 25.00 $ /hour,Experienced (Non-Manager)
790,IL,600.00 - 800.00 $ /week,Entry Level
791,CO,14.00 - 15.00 $ /hour,Manufacturing/Production/Operations
792,VA,"65,000.00 - 68,000.00 $ /yearHoliday bonus, OT",Experienced (Non-Manager)
793,MA,12.00 - 15.00 $ /hour,Entry Level
794,IN,"30,000.00 - 50,000.00 $ /year",Entry Level
795,MI,13.00 - 15.00 $ /hourbonuses,Student (Undergraduate/Graduate)
796,CA,15.00 - 23.00 $ /hour,Entry Level
797,WA,$15.00+ /hourD.O.E,Experienced (Non-Manager)
798,IN,18.00 - 25.00 $ /hour,Experienced (Non-Manager)
799,NJ,Up to $65000.00,Experienced (Non-Manager)
800,TN,"28,000.00 - 35,000.00 $ /year",Entry Level
801,,"45,000.00 - 55,000.00 $ /year",Manufacturing/Production/Operations
802,IL,15.50 - 15.50 $ /hour,Experienced (Non-Manager)
803,NY,22.00 - 24.00 $ /hour,Experienced (Non-Manager)
804,IL,18.00 - 25.00 $ /hour,Student (Undergraduate/Graduate)
805,IL,"0.00 - 70,000.00 $ /year",Experienced (Non-Manager)
806,OH,10.00 - 12.50 $ /hour,Entry Level
807,IL,12.00 - 15.00 $ /hour,Experienced (Non-Manager)
808,WA,Up to $35000.00,Experienced (Non-Manager)
809,MA,14.50 - 14.50 $ /hour,Experienced (Non-Manager)
810,CA,Up to $14.00,Experienced (Non-Manager)
811,OH,"16.00 - 19.00 $ /hourfull benefits, company vehicle and more",Entry Level
812,NJ,20.00 - 24.00 $ /hour,Experienced (Non-Manager)
813,TN,15.00 - 30.00 $ /hourBonus,Experienced (Non-Manager)
814,NJ,"52,000.00 - 62,000.00 $ /yearBenefits, Vacation, Holidays, Medical",Experienced (Non-Manager)
815,TX,18.00 - 22.00 $ /hour,Experienced (Non-Manager)
816,PA,16.00 - 21.00 $ /year,Experienced (Non-Manager)
817,KS,"70,000.00 - 95,000.00 $ /year",Manager (Manager/Supervisor of Staff)
818,CA,11.00 - 11.00 $ /hour,Entry Level
819,AR,21.00 - 24.00 $ /yearVehicle +Gas card+Cell+Benefits+Ot after 8 hours worked,Experienced (Non-Manager)
820,CA,10.25 - 11.75 $ /hour,Manufacturing/Production/Operations
821,TN,17.34 - 20.62 $ /hour,Experienced (Non-Manager)
822,CO,15.00 - 20.00 $ /hour,Manufacturing/Production/Operations
823,FL,"20,000.00 - 60,000.00 $ /yearCommissions also",Experienced (Non-Manager)
824,NY,"$1,000,000.00+ /yearDOE",Student (High School)
825,NC,"50,000.00 - 60,000.00 $ /year5000",Manager (Manager/Supervisor of Staff)
826,MS,18.15 - 19.15 $ /hour,Manufacturing/Production/Operations
827,IN,"25,000.00 - 75,000.00 $ /yearHoliday & Vacation pay",Experienced (Non-Manager)
828,NJ,12.00 - 22.00 $ /hour,Experienced (Non-Manager)
829,NJ,"45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
830,IL,"$35,000.00+ /year",Experienced (Non-Manager)
831,PA,11.00 - 11.50 $ /hourBenefits,Experienced (Non-Manager)
832,IL,16.00 - 18.00 $ /hour,Entry Level
833,OH,20.56 - 24.81 $ /hour,Installation/Maintenance/Repair
834,NE,0.00 - 12.00 $ /hour,Entry Level
835,ID,17.74 - 26.13 $ /hourHealth Care and Vacation Benefits,Experienced (Non-Manager)
836,IL,"75,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
837,TX,11.00 - 12.00 $ /hour,Manufacturing/Production/Operations
838,,"50,000.00 - 75,000.00 $ /year",Installation/Maintenance/Repair
839,OH,18.00 - 20.00 $ /hour,Manager (Manager/Supervisor of Staff)
840,OH,13.00 - 20.00 $ /hour,Experienced (Non-Manager)
841,TX,18.33 - 27.51 $ /hour,Experienced (Non-Manager)
842,GA,Up to $100000.00,Experienced (Non-Manager)
843,WA,$11.00+ /hour,Entry Level
844,NY,"65,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
845,,25.00 - 35.00 $ /hour,Experienced (Non-Manager)
846,NJ,"52,000.00 - 62,000.00 $ /yearBenefits, Vacation, Holidays, Medical",Experienced (Non-Manager)
847,FL,17.00 - 20.00 $ /year,Experienced (Non-Manager)
848,CA,0.00 - 29.50 $ /hour,Installation/Maintenance/Repair
849,NY,"$1,000,000.00+ /yearDOE",Student (High School)
850,UT,9.28 - 14.00 $ /hour,Entry Level
851,WI,18.00 - 21.00 $ /hour,Installation/Maintenance/Repair
852,VA,"40,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
853,OH,"19.00 - 30.00 $ /hourMedical, Vacation, Holiday",Experienced (Non-Manager)
854,VA,"45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
855,NJ,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
856,WI,14.00 - 15.00 $ /year,Experienced (Non-Manager)
857,NJ,21.00 - 30.00 $ /yearOvertime,Experienced (Non-Manager)
858,MN,12.00 - 12.00 $ /hour,Manufacturing/Production/Operations
859,WI,11.00 - 14.00 $ /hour,Entry Level
860,SC,"60,000.00 - 80,000.00 $ /yearCar Allowance",Experienced (Non-Manager)
861,AR,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
862,TN,20.38 - 23.49 $ /hour,Experienced (Non-Manager)
863,IA,15.40 - 15.40 $ /hourBenefits and Overtime,Experienced (Non-Manager)
864,CA,Up to $20.00,Experienced (Non-Manager)
865,TX,15.99 - 23.98 $ /hour,Experienced (Non-Manager)
866,FL,10.00 - 15.00 $ /hour,Experienced (Non-Manager)
867,ND,"35,000.00 - 150,000.00 $ /year",Experienced (Non-Manager)
868,TN,0.00 - 12.77 $ /hour,Entry Level
869,IA,"55,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
870,TX,"50,000.00 - 55,000.00 $ /year",Installation/Maintenance/Repair
871,IN,11.00 - 11.00 $ /hour,Manufacturing/Production/Operations
872,TX,"41,600.00 - 54,000.00 $ /year",Experienced (Non-Manager)
873,CA,"71,988.00 - 83,340.00 $ /yearExcellent benefits and retirement",Experienced (Non-Manager)
874,CA,14.00 - 20.00 $ /hourCan increase with experience,Entry Level
875,WA,18.00 - 21.00 $ /hour,Installation/Maintenance/Repair
876,NJ,"45,000.00 - 65,000.00 $ /year",Installation/Maintenance/Repair
877,NH,12.00 - 13.00 $ /hour,Entry Level
878,MA,"50,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
879,NJ,9.00 - 9.00 $ /year,Manufacturing/Production/Operations
880,MA,"50,000.00 - 60,000.00 $ /yearBonuses",Experienced (Non-Manager)
881,CA,13.00 - 15.00 $ /hour,Entry Level
882,TN,20.00 - 28.00 $ /hour,Experienced (Non-Manager)
883,AR,20.00 - 25.00 $ /hourvehicle+ gas card+great benefits+ot after 8 hours worked per day+cell,Experienced (Non-Manager)
884,CA,"18.00 - 23.00 $ /hourFull family medical, Paid Holidays",Experienced (Non-Manager)
885,MS,19.65 - 20.65 $ /hour,Manufacturing/Production/Operations
886,IN,11.00 - 16.25 $ /hour,Manufacturing/Production/Operations
887,OH,18.00 - 25.00 $ /hour,Experienced (Non-Manager)
888,MN,"52,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
889,MA,"51,000.00 - 57,000.00 $ /yearHourly + OT with bonus potential",Experienced (Non-Manager)
890,AR,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
891,,14.00 - 22.00 $ /hour,Experienced (Non-Manager)
892,OH,"80,000.00 - 150,000.00 $ /yearSalary will be based on experience , Negoitable",Manager (Manager/Supervisor of Staff)
893,CO,15.00 - 35.00 $ /hourFlat rate,Experienced (Non-Manager)
894,IL,"32,000.00 - 40,000.00 $ /yearBonuses, 401K",Entry Level
895,IL,12.00 - 20.00 $ /hour,Experienced (Non-Manager)
896,OH,"$50,000.00+ /year",Entry Level
897,WA,13.00 - 14.00 $ /hour,Manufacturing/Production/Operations
898,FL,"40,000.00 - 50,000.00 $ /yearBonuses based on profitability",Manager (Manager/Supervisor of Staff)
899,CA,"40,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
900,TX,"32,000.00 - 40,000.00 $ /year",Manager (Manager/Supervisor of Staff)
901,OH,18.00 - 24.00 $ /hour,Installation/Maintenance/Repair
902,GA,16.57 - 16.57 $ /hour,Experienced (Non-Manager)
903,CA,"$25.00+ /hourDependent on experience, regular evaluations for raises",Experienced (Non-Manager)
904,NY,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
905,PA,"60,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
906,KY,"70,000.00 - 85,000.00 $ /year",Manufacturing/Production/Operations
907,MA,17.60 - 17.60 $ /hour,Experienced (Non-Manager)
908,SC,12.00 - 12.00 $ /hour,Experienced (Non-Manager)
909,VA,16.00 - 18.00 $ /hour,Experienced (Non-Manager)
910,PA,10.00 - 10.00 $ /hour,Manufacturing/Production/Operations
911,PA,15.00 - 17.50 $ /hour,Experienced (Non-Manager)
912,NC,11.00 - 13.50 $ /hour,Experienced (Non-Manager)
913,CA,"$78,000.00+ /year",Manager (Manager/Supervisor of Staff)
914,CA,Up to $38000.00,Experienced (Non-Manager)
915,OH,10.00 - 10.00 $ /hourSecond Shift Shift Premium,Entry Level
916,CA,22.00 - 27.00 $ /hour,Experienced (Non-Manager)
917,NY,24.85 - 29.81 $ /hour,Manufacturing/Production/Operations
918,TN,12.50 - 13.50 $ /hour,Student (High School)
919,OR,$13.00+ /hour,Entry Level
920,NC,"50,000.00 - 65,000.00 $ /yearCompetitive Bonus / Benefits / Relocation",Experienced (Non-Manager)
921,OH,12.00 - 14.00 $ /hour,Entry Level
922,NC,"40,000.00 - 55,000.00 $ /yearplus bonuses",Manager (Manager/Supervisor of Staff)
923,PA,10.00 - 15.00 $ /hourCommision and bonuses available,Entry Level
924,MO,"75,000.00 - 85,000.00 $ /yearplus benefits",Manager (Manager/Supervisor of Staff)
925,,"120,000.00 - 130,000.00 $ /year",Marketing/Product
926,SC,20.00 - 31.00 $ /hour,Experienced (Non-Manager)
927,NC,10.00 - 10.00 $ /hour,Entry Level
928,WI,$12.00+ /hour,Manufacturing/Production/Operations
929,NJ,20.00 - 20.00 $ /hour,Manufacturing/Production/Operations
930,CA,18.00 - 20.00 $ /hour,Entry Level
931,WI,14.00 - 14.00 $ /hour,Manufacturing/Production/Operations
932,MA,20.00 - 25.00 $ /hour,Entry Level
933,NH,14.00 - 18.00 $ /hour,Experienced (Non-Manager)
934,FL,Up to $40000.00,Experienced (Non-Manager)
935,MO,"110,000.00 - 140,000.00 $ /yearplus relocation assistance, benefits",Manager (Manager/Supervisor of Staff)
936,IN,$9.50+ /hour,Entry Level
937,AZ,"65,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
938,CA,"150,000.00 - 200,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
939,CA,Up to $120000.00,Experienced (Non-Manager)
940,PA,"20,000.00 - 35,000.00 $ /year",Entry Level
941,CA,10.50 - 12.55 $ /hour,Entry Level
942,NJ,"33,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
943,NH,13.00 - 18.00 $ /hour,Experienced (Non-Manager)
944,CA,16.00 - 20.00 $ /hour,Manufacturing/Production/Operations
945,IL,11.00 - 14.00 $ /hour,Manufacturing/Production/Operations
946,OH,18.00 - 18.00 $ /hourOvertime Compensation competitive benefits,Experienced (Non-Manager)
947,IL,"60,000.00 - 75,000.00 $ /yearBonus and Full Benefits",Experienced (Non-Manager)
948,CA,$11.52+ /hour,Entry Level
949,OH,17.00 - 18.00 $ /hourOvertime and Benefits,Experienced (Non-Manager)
950,NC,$8.74+ /hour,Entry Level
951,IN,"70,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
952,MS,"50,000.00 - 65,000.00 $ /year",Manufacturing/Production/Operations
953,,19.00 - 22.00 $ /hour,Manufacturing/Production/Operations
954,MS,"45,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
955,OH,15.00 - 17.00 $ /hour,Manufacturing/Production/Operations
956,OH,"55,000.00 - 60,000.00 $ /year",Manufacturing/Production/Operations
957,WI,"45,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
958,MO,"85,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
959,IA,"80,000.00 - 90,000.00 $ /year15% bonus",Manager (Manager/Supervisor of Staff)
960,FL,"35,000.00 - 40,000.00 $ /yearemployee health care - contribution",Manager (Manager/Supervisor of Staff)
961,KY,20.00 - 22.00 $ /hour,Manufacturing/Production/Operations
962,CA,"$50,000.00+ /yearbase salary plus bonus",Manager (Manager/Supervisor of Staff)
963,IA,15.40 - 15.40 $ /hourOvertime and Benefits,Experienced (Non-Manager)
964,CA,20.00 - 25.00 $ /hourEligible for quarterly production bonus,Experienced (Non-Manager)
965,,16.00 - 18.00 $ /hour,Experienced (Non-Manager)
966,OH,$16.91+ /hour,Manufacturing/Production/Operations
967,TN,9.00 - 50.00 $ /year,Experienced (Non-Manager)
968,CO,14.00 - 15.50 $ /hour,Experienced (Non-Manager)
969,FL,"65,000.00 - 80,000.00 $ /yearYear End Bonus",Manager (Manager/Supervisor of Staff)
970,OH,12.00 - 15.00 $ /houradditional shift premium where applicable,Experienced (Non-Manager)
971,KS,22.00 - 25.00 $ /hour,Manufacturing/Production/Operations
972,IN,10.00 - 10.00 $ /hour,Experienced (Non-Manager)
973,KY,"58,000.00 - 68,000.00 $ /year",Experienced (Non-Manager)
974,MN,"72,000.00 - 82,000.00 $ /year",Manager (Manager/Supervisor of Staff)
975,MO,13.10 - 16.20 $ /hour,Manufacturing/Production/Operations
976,MN,"60,000.00 - 70,000.00 $ /hour",Manufacturing/Production/Operations
977,,8.38 - 11.00 $ /hour,Manufacturing/Production/Operations
978,OH,"95,000.00 - 125,000.00 $ /year",Manufacturing/Production/Operations
979,OH,"80,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
980,IL,14.50 - 16.50 $ /hour,Experienced (Non-Manager)
981,OH,22.92 - 26.95 $ /hour,Experienced (Non-Manager)
982,KY,"31,000.00 - 46,000.00 $ /year",Experienced (Non-Manager)
983,NC,"40,000.00 - 55,000.00 $ /year10,000",Manager (Manager/Supervisor of Staff)
984,SC,65.00 - 75.00 $ /year,Manufacturing/Production/Operations
985,WI,$12.00+ /hour,Manufacturing/Production/Operations
986,RI,10.00 - 13.00 $ /hour,Experienced (Non-Manager)
987,GA,"60,000.00 - 100,000.00 $ /year",IT/Software Development
988,WI,"50,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
989,MO,"70,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
990,WA,18.02 - 23.07 $ /year,Career Level Experienced (Non-Manager)
991,MI,45.00 - 54.00 $ /year,Project/Program Management
992,WI,16.50 - 25.00 $ /hour,Logistics/Transportation
993,WI,"55,000.00 - 55,000.00 $ /yearCOMMISIONS",Experienced (Non-Manager)
994,WI,"67,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
995,WI,28.56 - 43.83 $ /hourFinal salary will be determined based on the selected candidate's experience and qualifications. Pay for current state employees will be based on the applicable pay transaction provisions of the Compensation Plan.,Experienced (Non-Manager)
996,IL,"?40,000.00 - 42,000.00 $ /year",Experienced (Non-Manager)
997,DC,"35,000.00 - 45,000.00 $ /year",Quality Assurance/Safety
998,IL,"85,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
999,TX,"95,000.00 - 100,000.00 $ /year",Quality Assurance/Safety
1000,WI,$15.32+ /hour,Food Safety and Inspection
1001,,1.00 - 1.00 $ /hour,Quality Assurance/Safety
1002,NY,18.00 - 24.00 $ /year,Quality Assurance/Safety
1003,AL,"80,000.00 - 95,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1004,MI,"110,000.00 - 140,000.00 $ /year",Experienced (Non-Manager)
1005,TX,50.00 - 55.00 $ /hour,Project/Program Management
1006,AL,"70,000.00 - 75,000.00 $ /year",Project/Program Management
1007,MI,$22.00+ /hour,Project/Program Management
1008,PA,"80,000.00 - 90,000.00 $ /year",Quality Assurance/Safety
1009,,"95,000.00 - 114,000.00 $ /year",Quality Assurance/Safety
1010,TX,13.50 - 13.50 $ /hour,Entry Level
1011,TX,"36,000.00 - 37,000.00 $ /year",Experienced (Non-Manager)
1012,UT,Up to $45000.00,Experienced (Non-Manager)
1013,TX,13.00 - 16.00 $ /hour,Experienced (Non-Manager)
1014,TX,"95,000.00 - 130,000.00 $ /yearbonus and profit sharing",Manager (Manager/Supervisor of Staff)
1015,CT,40.00 - 40.00 $ /hour,Editorial/Writing
1016,CA,0.00 - 19.00 $ /hour,Accounting/Finance/Insurance
1017,CA,"0.00 - 57,000.00 $ /year",Accounting/Finance/Insurance
1018,CA,0.00 - 18.00 $ /hour,Accounting/Finance/Insurance
1019,CA,0.00 - 16.00 $ /hour,Accounting/Finance/Insurance
1020,CA,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1021,CA,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1022,CA,"0.00 - 55,000.00 $ /year",Accounting/Finance/Insurance
1023,CA,14.00 - 14.00 $ /hour,Experienced (Non-Manager)
1024,CA,0.00 - 26.00 $ /hour,Accounting/Finance/Insurance
1025,CA,0.00 - 17.00 $ /hour,Accounting/Finance/Insurance
1026,IL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1027,NC,"250,000.00 - 250,000.00 $ /year",Medical/Health
1028,CA,14.00 - 14.00 $ /hour,Experienced (Non-Manager)
1029,CA,0.00 - 22.00 $ /hour,Accounting/Finance/Insurance
1030,IL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1031,WV,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1032,MD,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1033,CA,"100,000.00 - 150,000.00 $ /year",Experienced (Non-Manager)
1034,CA,0.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1035,PA,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1036,MS,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1037,GA,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1038,IN,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1039,IL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1040,PA,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1041,GA,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1042,MS,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1043,MD,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1044,IL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1045,MO,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1046,MO,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1047,MO,10.00 - 12.00 $ /hour,Marketing/Product
1048,WI,"0.00 - 70,000.00 $ /year",Customer Support/Client Care
1049,,18.00 - 19.00 $ /hour,Accounting/Finance/Insurance
1050,TX,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1051,TX,"80,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1052,,33.33 - 45.30 $ /hour,Experienced (Non-Manager)
1053,TX,"80,000.00 - 95,000.00 $ /year",Medical/Health
1054,CA,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
1055,CA,"55,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1056,KY,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1057,CA,$19.09+ /hour,Logistics/Transportation
1058,IN,"26,235.00 - 31,075.00 $ /year",Customer Support/Client Care
1059,TX,"50,793.60 - 64,771.20 $ /year",Customer Support/Client Care
1060,OH,"42,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1061,PA,16.00 - 20.00 $ /hour,Customer Support/Client Care
1062,WI,17.00 - 25.00 $ /hour,Customer Support/Client Care
1063,,"0.00 - 500,000.00 $ /year",Accounting/Finance/Insurance
1064,,"0.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
1065,TX,18.00 - 20.00 $ /hour,IT/Software Development
1066,FL,13.00 - 13.00 $ /hour,Customer Support/Client Care
1067,NC,"19,000.00 - 24,000.00 $ /year",Entry Level
1068,MA,"85,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1069,MA,"75,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1070,RI,"70,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1071,MA,"50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
1072,FL,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1073,TN,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1074,IL,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1075,,15.00 - 20.00 $ /hour,Sales/Retail/Business Development
1076,TN,13.00 - 13.00 $ /hour,Sales/Retail/Business Development
1077,CA,13.39 - 19.42 $ /hour,Entry Level
1078,WA,15.00 - 15.00 $ /hour,Experienced (Non-Manager)
1079,CO,28.00 - 32.00 $ /hour,Building Construction/Skilled Trades
1080,IL,26.00 - 26.00 $ /hour,Human Resources
1081,CA,"40,000.00 - 60,000.00 $ /year",Administrative/Clerical
1082,CA,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1083,WI,"65,000.00 - 70,000.00 $ /year",Human Resources
1084,TX,"85,000.00 - 105,000.00 $ /year",Experienced (Non-Manager)
1085,CA,"50,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1086,CA,31.00 - 31.00 $ /hour,Accounting/Finance/Insurance
1087,IN,"85,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1088,,"120,000.00 - 130,000.00 $ /year",Sales/Retail/Business Development
1089,CA,"120,000.00 - 140,000.00 $ /year",Business/Strategic Management
1090,CA,"50,000.00 - 200,000.00 $ /year",Sales/Retail/Business Development
1091,,0.00 - 25.00 $ /hour,Administrative/Clerical
1092,MA,"100,000.00 - 118,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1093,TX,14.00 - 14.00 $ /hour,Biotech/R&D/Science
1094,MA,"60,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1095,NJ,"80,000.00 - 220,000.00 $ /year",Biotech/R&D/Science
1096,VA,"70,000.00 - 75,000.00 $ /year",Biotech/R&D/Science
1097,NJ,"80,000.00 - 220,000.00 $ /year",Biotech/R&D/Science
1098,,"60,000.00 - 80,000.00 $ /year",Biotech/R&D/Science
1099,,20.00 - 23.00 $ /hour,Biotech/R&D/Science
1100,NJ,"80,000.00 - 220,000.00 $ /year",Biotech/R&D/Science
1101,,30.00 - 35.00 $ /hour,Biotech/R&D/Science
1102,MN,"75,000.00 - 84,000.00 $ /yearannual bonus",Experienced (Non-Manager)
1103,TX,"45,000.00 - 100,000.00 $ /yearcommissions, monthly bonus",Experienced (Non-Manager)
1104,FL,15.00 - 21.00 $ /hour,Human Resources
1105,TN,"65,000.00 - 75,000.00 $ /year",Human Resources
1106,TX,Up to $12.00,Experienced (Non-Manager)
1107,OH,75.00 - 125.00 $ /year,Experienced (Non-Manager)
1108,PA,"50,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1109,CA,Up to $55000.00,Experienced (Non-Manager)
1110,NY,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1111,CA,25.00 - 28.00 $ /hour,Human Resources
1112,TX,30.00 - 36.00 $ /hour,Experienced (Non-Manager)
1113,SC,57.00 - 89.00 $ /hour,IT/Software Development
1114,OH,13.75 - 13.75 $ /hour,Experienced (Non-Manager)
1115,,1.00 - 1.00 $ /hour,IT/Software Development
1116,NJ,"100,000.00 - 120,000.00 $ /year",Human Resources
1117,MO,27.00 - 27.00 $ /hour,IT/Software Development
1118,WA,27.00 - 36.00 $ /year,Experienced (Non-Manager)
1119,WA,"$60,576.00+ /year",Experienced (Non-Manager)
1120,VA,"35,000.00 - 45,000.00 $ /yearBase + Uncapped Bonus",Experienced (Non-Manager)
1121,CA,"55,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1122,CA,55.00 - 60.00 $ /hour,Experienced (Non-Manager)
1123,PA,20.00 - 20.00 $ /hour,Human Resources
1124,OH,"70,000.00 - 100,000.00 $ /yearbonus",Experienced (Non-Manager)
1125,,"80,000.00 - 110,000.00 $ /year",Legal
1126,PA,"25,000.00 - 30,000.00 $ /year",Legal
1127,,1.00 - 1.00 $ /hour,IT/Software Development
1128,LA,Up to $18.00,Experienced (Non-Manager)
1129,,"40,000.00 - 50,000.00 $ /year",Human Resources
1130,NC,40.00 - 45.00 $ /hour,IT/Software Development
1131,SC,Up to $35000.00,Experienced (Non-Manager)
1132,UT,"65,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1133,FL,Up to $15.00,Experienced (Non-Manager)
1134,MA,"75,000.00 - 78,000.00 $ /year",Legal
1135,PA,19.31 - 19.31 $ /hour,Legal
1136,RI,22.43 - 22.43 $ /hour,Legal
1137,NY,"45,000.00 - 50,000.00 $ /yearGenerous Paid Time Off, All holidays, Bonus, 401K with match, All Medical Dental & Vision Coverage, Life and AD&D Insurance, Retirement Plans, Flexible Spending Accounts, Transit Programs and much more.",Experienced (Non-Manager)
1138,NY,21.92 - 21.92 $ /hour,Legal
1139,ME,17.87 - 17.87 $ /hour,Legal
1140,MA,"75,000.00 - 85,000.00 $ /year",Legal
1141,TN,"75,000.00 - 115,000.00 $ /year",Experienced (Non-Manager)
1142,,"0.00 - 45,000.00 $ /year",Administrative/Clerical
1143,,"90,000.00 - 140,000.00 $ /year",IT/Software Development
1144,IL,12.00 - 12.00 $ /hour,Logistics/Transportation
1145,IL,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
1146,IL,"90,000.00 - 120,000.00 $ /yearpackage",Experienced (Non-Manager)
1147,IL,"76,000.00 - 76,000.00 $ /year",Desktop Service and Support
1148,IL,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
1149,IL,"0.00 - 65,000.00 $ /year",Sales/Retail/Business Development
1150,IL,"1,800.00 - 3,500.00 $ /month",Logistics/Transportation
1151,,18.00 - 20.00 $ /hour,Administrative/Clerical
1152,OH,"60,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
1153,OH,"90,000.00 - 90,000.00 $ /year",IT/Software Development
