,location,salary,sector
706,Illinois,12.00 - 20.00 $ /hour,Experienced (Non-Manager)
707,Washington,13.00 - 14.00 $ /hour,Manufacturing/Production/Operations
708,Florida,"40,000.00 - 50,000.00 $ /yearBonuses based on profitability",Manager (Manager/Supervisor of Staff)
709,California,"40,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
710,Texas,"32,000.00 - 40,000.00 $ /year",Manager (Manager/Supervisor of Staff)
711,Ohio,18.00 - 24.00 $ /hour,Installation/Maintenance/Repair
712,Georgia,16.57 - 16.57 $ /hour,Experienced (Non-Manager)
713,New York,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
714,Pennsylvania,"60,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
715,Kentucky,"70,000.00 - 85,000.00 $ /year",Manufacturing/Production/Operations
716,Massachusetts,17.60 - 17.60 $ /hour,Experienced (Non-Manager)
717,South carolina,12.00 - 12.00 $ /hour,Experienced (Non-Manager)
718,Virginia,16.00 - 18.00 $ /hour,Experienced (Non-Manager)
719,Pennsylvania,10.00 - 10.00 $ /hour,Manufacturing/Production/Operations
720,Pennsylvania,15.00 - 17.50 $ /hour,Experienced (Non-Manager)
721,North Carolina,11.00 - 13.50 $ /hour,Experienced (Non-Manager)
722,Ohio,10.00 - 10.00 $ /hourSecond Shift Shift Premium,Entry Level
723,California,22.00 - 27.00 $ /hour,Experienced (Non-Manager)
724,New York,24.85 - 29.81 $ /hour,Manufacturing/Production/Operations
725,Tennessee,12.50 - 13.50 $ /hour,Student (High School)
726,North Carolina,"50,000.00 - 65,000.00 $ /yearCompetitive Bonus / Benefits / Relocation",Experienced (Non-Manager)
727,Ohio,12.00 - 14.00 $ /hour,Entry Level
728,North Carolina,"40,000.00 - 55,000.00 $ /yearplus bonuses",Manager (Manager/Supervisor of Staff)
729,Pennsylvania,10.00 - 15.00 $ /hourCommision and bonuses available,Entry Level
730,Missouri,"75,000.00 - 85,000.00 $ /yearplus benefits",Manager (Manager/Supervisor of Staff)
731,South carolina,20.00 - 31.00 $ /hour,Experienced (Non-Manager)
732,North Carolina,10.00 - 10.00 $ /hour,Entry Level
733,New jersey,20.00 - 20.00 $ /hour,Manufacturing/Production/Operations
734,California,18.00 - 20.00 $ /hour,Entry Level
735,Wisconsin,14.00 - 14.00 $ /hour,Manufacturing/Production/Operations
736,Massachusetts,20.00 - 25.00 $ /hour,Entry Level
737,New hampshire,14.00 - 18.00 $ /hour,Experienced (Non-Manager)
738,Missouri,"110,000.00 - 140,000.00 $ /yearplus relocation assistance, benefits",Manager (Manager/Supervisor of Staff)
739,Arizona,"65,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
740,California,"150,000.00 - 200,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
741,Pennsylvania,"20,000.00 - 35,000.00 $ /year",Entry Level
742,California,10.50 - 12.55 $ /hour,Entry Level
743,New jersey,"33,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
744,New hampshire,13.00 - 18.00 $ /hour,Experienced (Non-Manager)
745,California,16.00 - 20.00 $ /hour,Manufacturing/Production/Operations
746,Illinois,11.00 - 14.00 $ /hour,Manufacturing/Production/Operations
747,Ohio,18.00 - 18.00 $ /hourOvertime Compensation competitive benefits,Experienced (Non-Manager)
748,Illinois,"60,000.00 - 75,000.00 $ /yearBonus and Full Benefits",Experienced (Non-Manager)
749,Ohio,17.00 - 18.00 $ /hourOvertime and Benefits,Experienced (Non-Manager)
750,Indiana,"70,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
751,Mississippi,"50,000.00 - 65,000.00 $ /year",Manufacturing/Production/Operations
752,Mississippi,"45,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
753,Ohio,15.00 - 17.00 $ /hour,Manufacturing/Production/Operations
754,Ohio,"55,000.00 - 60,000.00 $ /year",Manufacturing/Production/Operations
755,Wisconsin,"45,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
756,Missouri,"85,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
757,Iowa,"80,000.00 - 90,000.00 $ /year15% bonus",Manager (Manager/Supervisor of Staff)
758,Florida,"35,000.00 - 40,000.00 $ /yearemployee health care - contribution",Manager (Manager/Supervisor of Staff)
759,Kentucky,20.00 - 22.00 $ /hour,Manufacturing/Production/Operations
760,Iowa,15.40 - 15.40 $ /hourOvertime and Benefits,Experienced (Non-Manager)
761,California,20.00 - 25.00 $ /hourEligible for quarterly production bonus,Experienced (Non-Manager)
762,Tennessee,9.00 - 50.00 $ /year,Experienced (Non-Manager)
763,Colorado,14.00 - 15.50 $ /hour,Experienced (Non-Manager)
764,Florida,"65,000.00 - 80,000.00 $ /yearYear End Bonus",Manager (Manager/Supervisor of Staff)
765,Ohio,12.00 - 15.00 $ /houradditional shift premium where applicable,Experienced (Non-Manager)
766,Kansas,22.00 - 25.00 $ /hour,Manufacturing/Production/Operations
767,Indiana,10.00 - 10.00 $ /hour,Experienced (Non-Manager)
768,Kentucky,"58,000.00 - 68,000.00 $ /year",Experienced (Non-Manager)
769,Minnesota,"72,000.00 - 82,000.00 $ /year",Manager (Manager/Supervisor of Staff)
770,Missouri,13.10 - 16.20 $ /hour,Manufacturing/Production/Operations
771,Minnesota,"60,000.00 - 70,000.00 $ /hour",Manufacturing/Production/Operations
772,Ohio,"95,000.00 - 125,000.00 $ /year",Manufacturing/Production/Operations
773,Ohio,"80,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
774,Illinois,14.50 - 16.50 $ /hour,Experienced (Non-Manager)
775,Ohio,22.92 - 26.95 $ /hour,Experienced (Non-Manager)
776,Kentucky,"31,000.00 - 46,000.00 $ /year",Experienced (Non-Manager)
777,North Carolina,"40,000.00 - 55,000.00 $ /year10,000",Manager (Manager/Supervisor of Staff)
778,South carolina,65.00 - 75.00 $ /year,Manufacturing/Production/Operations
779,Rhode island,10.00 - 13.00 $ /hour,Experienced (Non-Manager)
780,Georgia,"60,000.00 - 100,000.00 $ /year",IT/Software Development
781,Wisconsin,"50,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
782,Missouri,"70,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
783,Washington,18.02 - 23.07 $ /year,Career Level Experienced (Non-Manager)
784,Michigan,45.00 - 54.00 $ /year,Project/Program Management
785,Wisconsin,16.50 - 25.00 $ /hour,Logistics/Transportation
786,Wisconsin,"55,000.00 - 55,000.00 $ /yearCOMMISIONS",Experienced (Non-Manager)
787,Wisconsin,"67,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
788,Wisconsin,28.56 - 43.83 $ /hourFinal salary will be determined based on the selected candidate's experience and qualifications. Pay for current state employees will be based on the applicable pay transaction provisions of the Compensation Plan.,Experienced (Non-Manager)
789,Illinois,"40,000.00 - 42,000.00 $ /year",Experienced (Non-Manager)
790,Illinois,"35,000.00 - 45,000.00 $ /year",Quality Assurance/Safety
791,Illinois,"85,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
792,Texas,"95,000.00 - 100,000.00 $ /year",Quality Assurance/Safety
793,New York,18.00 - 24.00 $ /year,Quality Assurance/Safety
794,Alabama,"80,000.00 - 95,000.00 $ /year",Manager (Manager/Supervisor of Staff)
795,Michigan,"110,000.00 - 140,000.00 $ /year",Experienced (Non-Manager)
796,Texas,50.00 - 55.00 $ /hour,Project/Program Management
797,Alabama,"70,000.00 - 75,000.00 $ /year",Project/Program Management
798,Pennsylvania,"80,000.00 - 90,000.00 $ /year",Quality Assurance/Safety
799,Texas,13.50 - 13.50 $ /hour,Entry Level
800,Texas,"36,000.00 - 37,000.00 $ /year",Experienced (Non-Manager)
801,Texas,13.00 - 16.00 $ /hour,Experienced (Non-Manager)
802,Texas,"95,000.00 - 130,000.00 $ /yearbonus and profit sharing",Manager (Manager/Supervisor of Staff)
803,Connecticut,40.00 - 40.00 $ /hour,Editorial/Writing
804,California,0.00 - 19.00 $ /hour,Accounting/Finance/Insurance
805,California,"0.00 - 57,000.00 $ /year",Accounting/Finance/Insurance
806,California,0.00 - 18.00 $ /hour,Accounting/Finance/Insurance
807,California,0.00 - 16.00 $ /hour,Accounting/Finance/Insurance
808,California,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
809,California,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
810,California,"0.00 - 55,000.00 $ /year",Accounting/Finance/Insurance
811,California,14.00 - 14.00 $ /hour,Experienced (Non-Manager)
812,California,0.00 - 26.00 $ /hour,Accounting/Finance/Insurance
813,California,0.00 - 17.00 $ /hour,Accounting/Finance/Insurance
814,Illinois,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
815,North Carolina,"250,000.00 - 250,000.00 $ /year",Medical/Health
816,California,14.00 - 14.00 $ /hour,Experienced (Non-Manager)
817,California,0.00 - 22.00 $ /hour,Accounting/Finance/Insurance
818,Illinois,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
819,West Virginia,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
820,Maryland,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
821,California,"100,000.00 - 150,000.00 $ /year",Experienced (Non-Manager)
822,California,0.00 - 20.00 $ /hour,Accounting/Finance/Insurance
823,Pennsylvania,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
824,Mississippi,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
825,Georgia,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
826,Indiana,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
827,Illinois,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
828,Pennsylvania,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
829,Georgia,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
830,Mississippi,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
831,Maryland,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
832,Illinois,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
833,Missouri,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
834,Missouri,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
835,Missouri,10.00 - 12.00 $ /hour,Marketing/Product
836,Wisconsin,"0.00 - 70,000.00 $ /year",Customer Support/Client Care
837,Texas,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
838,Texas,"80,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
839,Texas,"80,000.00 - 95,000.00 $ /year",Medical/Health
840,California,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
841,California,"55,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
842,Kentucky,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
843,Indiana,"26,235.00 - 31,075.00 $ /year",Customer Support/Client Care
844,Texas,"50,793.60 - 64,771.20 $ /year",Customer Support/Client Care
845,Ohio,"42,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
846,Pennsylvania,16.00 - 20.00 $ /hour,Customer Support/Client Care
847,Wisconsin,17.00 - 25.00 $ /hour,Customer Support/Client Care
848,Texas,18.00 - 20.00 $ /hour,IT/Software Development
849,Florida,13.00 - 13.00 $ /hour,Customer Support/Client Care
850,North Carolina,"19,000.00 - 24,000.00 $ /year",Entry Level
851,Massachusetts,"85,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
852,Massachusetts,"75,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
853,Rhode island,"70,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
854,Massachusetts,"50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
855,Florida,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
856,Tennessee,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
857,Illinois,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
858,Tennessee,13.00 - 13.00 $ /hour,Sales/Retail/Business Development
859,California,13.39 - 19.42 $ /hour,Entry Level
860,Washington,15.00 - 15.00 $ /hour,Experienced (Non-Manager)
861,Colorado,28.00 - 32.00 $ /hour,Building Construction/Skilled Trades
862,Illinois,26.00 - 26.00 $ /hour,Human Resources
863,California,"40,000.00 - 60,000.00 $ /year",Administrative/Clerical
864,California,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
865,Wisconsin,"65,000.00 - 70,000.00 $ /year",Human Resources
866,Texas,"85,000.00 - 105,000.00 $ /year",Experienced (Non-Manager)
867,California,"50,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
868,California,31.00 - 31.00 $ /hour,Accounting/Finance/Insurance
869,Indiana,"85,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
870,California,"120,000.00 - 140,000.00 $ /year",Business/Strategic Management
871,California,"50,000.00 - 200,000.00 $ /year",Sales/Retail/Business Development
872,Massachusetts,"100,000.00 - 118,000.00 $ /year",Manager (Manager/Supervisor of Staff)
873,Texas,14.00 - 14.00 $ /hour,Biotech/R&D/Science
874,Massachusetts,"60,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
875,New jersey,"80,000.00 - 220,000.00 $ /year",Biotech/R&D/Science
876,Virginia,"70,000.00 - 75,000.00 $ /year",Biotech/R&D/Science
877,New jersey,"80,000.00 - 220,000.00 $ /year",Biotech/R&D/Science
878,New jersey,"80,000.00 - 220,000.00 $ /year",Biotech/R&D/Science
879,Minnesota,"75,000.00 - 84,000.00 $ /yearannual bonus",Experienced (Non-Manager)
880,Texas,"45,000.00 - 100,000.00 $ /yearcommissions, monthly bonus",Experienced (Non-Manager)
881,Florida,15.00 - 21.00 $ /hour,Human Resources
882,Tennessee,"65,000.00 - 75,000.00 $ /year",Human Resources
883,Ohio,75.00 - 125.00 $ /year,Experienced (Non-Manager)
884,Pennsylvania,"50,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
885,New York,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
886,California,25.00 - 28.00 $ /hour,Human Resources
887,Texas,30.00 - 36.00 $ /hour,Experienced (Non-Manager)
888,South carolina,57.00 - 89.00 $ /hour,IT/Software Development
889,Ohio,13.75 - 13.75 $ /hour,Experienced (Non-Manager)
890,New jersey,"100,000.00 - 120,000.00 $ /year",Human Resources
891,Missouri,27.00 - 27.00 $ /hour,IT/Software Development
892,Washington,27.00 - 36.00 $ /year,Experienced (Non-Manager)
893,Virginia,"35,000.00 - 45,000.00 $ /yearBase + Uncapped Bonus",Experienced (Non-Manager)
894,California,"55,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
895,California,55.00 - 60.00 $ /hour,Experienced (Non-Manager)
896,Pennsylvania,20.00 - 20.00 $ /hour,Human Resources
897,Ohio,"70,000.00 - 100,000.00 $ /yearbonus",Experienced (Non-Manager)
898,Pennsylvania,"25,000.00 - 30,000.00 $ /year",Legal
899,North Carolina,40.00 - 45.00 $ /hour,IT/Software Development
900,Utah,"65,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
901,Massachusetts,"75,000.00 - 78,000.00 $ /year",Legal
902,Pennsylvania,19.31 - 19.31 $ /hour,Legal
903,Rhode island,22.43 - 22.43 $ /hour,Legal
904,New York,"45,000.00 - 50,000.00 $ /yearGenerous Paid Time Off, All holidays, Bonus, 401K with match, All Medical Dental & Vision Coverage, Life and AD&D Insurance, Retirement Plans, Flexible Spending Accounts, Transit Programs and much more.",Experienced (Non-Manager)
905,New York,21.92 - 21.92 $ /hour,Legal
906,Maine,17.87 - 17.87 $ /hour,Legal
907,Massachusetts,"75,000.00 - 85,000.00 $ /year",Legal
908,Tennessee,"75,000.00 - 115,000.00 $ /year",Experienced (Non-Manager)
909,Illinois,12.00 - 12.00 $ /hour,Logistics/Transportation
910,Illinois,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
911,Illinois,"90,000.00 - 120,000.00 $ /yearpackage",Experienced (Non-Manager)
912,Illinois,"76,000.00 - 76,000.00 $ /year",Desktop Service and Support
913,Illinois,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
914,Illinois,"0.00 - 65,000.00 $ /year",Sales/Retail/Business Development
915,Illinois,"1,800.00 - 3,500.00 $ /month",Logistics/Transportation
916,Ohio,"60,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
917,Ohio,"90,000.00 - 90,000.00 $ /year",IT/Software Development
918,Ohio,"95,000.00 - 125,000.00 $ /year",Sales/Retail/Business Development
919,Ohio,"60,000.00 - 80,000.00 $ /year",Sales/Retail/Business Development
920,Ohio,"50,000.00 - 70,000.00 $ /year",Engineering
921,Ohio,"90,000.00 - 115,000.00 $ /year",Project/Program Management
922,Ohio,"32,000.00 - 35,000.00 $ /hour",Accounting/Finance/Insurance
923,Ohio,"80,000.00 - 90,000.00 $ /year",IT/Software Development
924,Ohio,40.00 - 60.00 $ /hour,Database Development/Administration
925,Ohio,"85,000.00 - 140,000.00 $ /year",Experienced (Non-Manager)
926,Ohio,"65,000.00 - 90,000.00 $ /year",IT/Software Development
927,Ohio,"60,000.00 - 90,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
928,Ohio,"50,000.00 - 65,000.00 $ /year",Engineering
929,Ohio,"60,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
930,Ohio,25.00 - 35.00 $ /hour,IT/Software Development
931,Indiana,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
932,Texas,16.00 - 24.00 $ /hour,Experienced (Non-Manager)
933,Texas,"90,000.00 - 105,000.00 $ /year",Marketing/Product
934,North Carolina,"55,000.00 - 130,000.00 $ /year",Engineering
935,North Carolina,"90,800.00 - 99,285.00 $ /yearPlus COLA and Post Differential",Manager (Manager/Supervisor of Staff)
936,Indiana,"28,000.00 - 28,500.00 $ /year",Manager (Manager/Supervisor of Staff)
937,Wisconsin,"100,000.00 - 130,000.00 $ /year",Quality Assurance/Safety
938,Ohio,"60,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
939,Michigan,"52,000.00 - 60,000.00 $ /year",Project/Program Management
940,Tennessee,14.00 - 16.00 $ /hour,Quality Assurance/Safety
941,Michigan,18.00 - 25.00 $ /hour,Experienced (Non-Manager)
942,Minnesota,55.00 - 80.00 $ /hour,Project/Program Management
943,Georgia,"40,000.00 - 60,000.00 $ /yearBonus Eligible",Entry Level
944,Maine,"65,000.00 - 75,000.00 $ /yearplus $7k bonus and relocation assistance",Entry Level
945,Pennsylvania,"55,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
946,Iowa,23.50 - 23.50 $ /hour,Project/Program Management
947,Pennsylvania,"75,000.00 - 90,000.00 $ /year10% Bonus great benefits",Experienced (Non-Manager)
948,Arkansas,50.00 - 55.00 $ /hour,Experienced (Non-Manager)
949,Ohio,22.00 - 25.00 $ /hour,Experienced (Non-Manager)
950,Utah,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
951,Louisiana,14.00 - 16.00 $ /hour,Quality Assurance/Safety
952,California,"65,000.00 - 90,000.00 $ /year6-7% annual, year end bonus",Manager (Manager/Supervisor of Staff)
953,Texas,"100,000.00 - 120,000.00 $ /year",Project/Program Management
954,Massachusetts,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
955,West Virginia,"35,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
956,Ohio,"70,000.00 - 100,000.00 $ /yearAnnual Performance Bonus",Manager (Manager/Supervisor of Staff)
957,Wisconsin,14.00 - 16.00 $ /hour,Quality Assurance/Safety
958,California,"70,000.00 - 90,000.00 $ /year",Project/Program Management
959,Texas,"60,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
960,Michigan,"50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
961,Colorado,14.00 - 16.00 $ /hour,Quality Assurance/Safety
962,Ohio,15.00 - 17.00 $ /hourCompetitive Benefits Package / Overtime/ 1st Shift,Experienced (Non-Manager)
963,Connecticut,"80,000.00 - 90,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
964,Florida,"55,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
965,Michigan,"125,000.00 - 135,000.00 $ /year",Experienced (Non-Manager)
966,California,"100,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
967,Iowa,"32,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
968,Missouri,16.00 - 24.00 $ /hour,Experienced (Non-Manager)
969,Missouri,25.00 - 25.00 $ /hour,Manager (Manager/Supervisor of Staff)
970,Kansas,"60,000.00 - 70,000.00 $ /year",Quality Assurance/Safety
971,New jersey,"0.00 - 150,000.00 $ /yearbonuses",Manager (Manager/Supervisor of Staff)
972,California,"40,000.00 - 60,000.00 $ /yearPlus bonuses",Manager (Manager/Supervisor of Staff)
973,Pennsylvania,"90,000.00 - 115,000.00 $ /year20%",Manager (Manager/Supervisor of Staff)
974,Ohio,65.00 - 75.00 $ /hour,Experienced (Non-Manager)
975,Nebraska,15.65 - 20.15 $ /hour,Quality Assurance/Safety
976,Alabama,"100,000.00 - 120,000.00 $ /year",Quality Assurance/Safety
977,Minnesota,"40,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
978,Rhode island,15.00 - 18.00 $ /hour,Experienced (Non-Manager)
979,California,60.00 - 75.00 $ /hour,Experienced (Non-Manager)
980,New jersey,14.00 - 16.00 $ /hour,Quality Assurance/Safety
981,Florida,"35,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
982,Kentucky,"80,000.00 - 100,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
983,North Carolina,"60,000.00 - 65,000.00 $ /year",Project/Program Management
984,Florida,"71,079.00 - 109,839.00 $ /year",Manager (Manager/Supervisor of Staff)
985,Montana,"50,000.00 - 60,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
986,Pennsylvania,"50,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
987,Louisiana,"80,000.00 - 110,000.00 $ /yearSome bonus",Experienced (Non-Manager)
988,Montana,"50,000.00 - 60,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
989,Iowa,"60,000.00 - 90,000.00 $ /year10 % Bonus",Manager (Manager/Supervisor of Staff)
990,Indiana,12.00 - 12.00 $ /week,Entry Level
991,South carolina,"60,000.00 - 80,000.00 $ /year",IT Project ManagementGeneral/Other: Project/Program ManagementProject Management
992,Oregon,14.00 - 16.00 $ /hour,Quality Assurance/Safety
993,Minnesota,"40,000.00 - 65,000.00 $ /yearRetirement, Health Care, Company Car, etc.",Entry Level
994,New jersey,"30,000.00 - 35,000.00 $ /year",Entry Level
995,Mississippi,"75,000.00 - 87,000.00 $ /year",Experienced (Non-Manager)
996,Massachusetts,45.00 - 60.00 $ /hour,Experienced (Non-Manager)
997,California,"85,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
998,Connecticut,"90,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
999,New jersey,"90,000.00 - 110,000.00 $ /year10000",Manager (Manager/Supervisor of Staff)
1000,California,12.00 - 14.00 $ /hour,Experienced (Non-Manager)
1001,Ohio,"55,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1002,Illinois,0.00 - 30.00 $ /hour,Project/Program Management
1003,Massachusetts,"0.00 - 130,000.00 $ /year",Experienced (Non-Manager)
1004,Illinois,"90,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
1005,Texas,35.00 - 45.00 $ /hour,Experienced (Non-Manager)
1006,Massachusetts,22.00 - 25.00 $ /hour,Experienced (Non-Manager)
1007,Kentucky,"70,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1008,California,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1009,Washington,"0.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1010,Arizona,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1011,Alabama,"90,000.00 - 115,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1012,Florida,"40,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1013,California,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1014,Utah,"60,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1015,Florida,"40,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1016,Georgia,"85,000.00 - 95,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1017,Kansas,40.00 - 45.00 $ /hour,Experienced (Non-Manager)
1018,Massachusetts,22.00 - 25.00 $ /hour,Experienced (Non-Manager)
1019,Louisiana,"95,000.00 - 105,000.00 $ /year",Project/Program Management
1020,Massachusetts,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1021,South carolina,"73,500.00 - 110,300.00 $ /yearDepending on experience",Experienced (Non-Manager)
1022,New jersey,"50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
1023,New jersey,"45,000.00 - 50,000.00 $ /yearbonus eligible, 401K, health benefits, holidays, vacation, meals",Experienced (Non-Manager)
1024,Missouri,"70,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1025,Oregon,"5,882.93 - 7,883.20 $ /month",Manager (Manager/Supervisor of Staff)
1026,Colorado,"35,000.00 - 40,000.00 $ /yearBonuses",Experienced (Non-Manager)
1027,Illinois,"85,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1028,Missouri,"55,000.00 - 75,000.00 $ /year",Quality Assurance/Safety
1029,Texas,"100,000.00 - 120,000.00 $ /year",Project/Program Management
1030,Virginia,"0.00 - 42,500.00 $ /year",Entry Level
1031,Ohio,14.00 - 16.00 $ /hour,Experienced (Non-Manager)
1032,Montana,"50,000.00 - 60,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
1033,Illinois,25.00 - 30.00 $ /hour,Experienced (Non-Manager)
1034,Pennsylvania,15.00 - 17.00 $ /hour,Project/Program Management
1035,Massachusetts,"160,000.00 - 200,000.00 $ /year",Project/Program Management
1036,Pennsylvania,"70,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1037,New jersey,"190,000.00 - 200,000.00 $ /yearPlus bonus",Experienced (Non-Manager)
1038,California,"70,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1039,North Carolina,"60,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1040,Massachusetts,25.00 - 25.00 $ /hour,Experienced (Non-Manager)
1041,Connecticut,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1042,Ohio,"50,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1043,Illinois,"80,000.00 - 110,000.00 $ /yearPlus Bonus, Benefits and Relocation","Executive (SVP, VP, Department Head, etc)"
1044,California,20.00 - 30.00 $ /hour,Quality Assurance/Safety
1045,Michigan,"75,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1046,Massachusetts,31.00 - 33.00 $ /hourDirect Hire Position,Experienced (Non-Manager)
1047,Iowa,"50,000.00 - 98,000.00 $ /year",Experienced (Non-Manager)
1048,Illinois,"45,000.00 - 60,000.00 $ /yearProfit Sharing",Experienced (Non-Manager)
1049,Michigan,10.00 - 18.00 $ /hour,Experienced (Non-Manager)
1050,California,34.00 - 39.00 $ /hour,Experienced (Non-Manager)
1051,Kentucky,19.00 - 20.00 $ /hourGreat Benefits,Manager (Manager/Supervisor of Staff)
