State,salary,sector
Massachusetts,72500,Experienced (Non-Manager)
Texas,95000,Accounting/Finance/Insurance
Kansas,62500,Accounting/Finance/Insurance
Texas,95000,Accounting/Finance/Insurance
Texas,65000,Accounting/Finance/Insurance
Texas,100000,Marketing/Product
Texas,67500,Accounting/Finance/Insurance
Florida,75000,IT/Software Development
Florida,82500,Experienced (Non-Manager)
Texas,100000,IT/Software Development
Texas,42500,Sales/Retail/Business Development
California,50000,Project/Program Management
Illinois,70000,Sales/Retail/Business Development
North Carolina,70000,Sales/Retail/Business Development
Texas,95000,Manager (Manager/Supervisor of Staff)
Alabama,70000,Sales/Retail/Business Development
North Carolina,70000,Sales/Retail/Business Development
Tennessee,70000,Sales/Retail/Business Development
Indiana,70000,Sales/Retail/Business Development
Alabama,70000,Sales/Retail/Business Development
Virginia,70000,Sales/Retail/Business Development
Alabama,70000,Sales/Retail/Business Development
Mississippi,70000,Sales/Retail/Business Development
Mississippi,70000,Sales/Retail/Business Development
North Carolina,70000,Sales/Retail/Business Development
Alabama,70000,Sales/Retail/Business Development
Mississippi,70000,Sales/Retail/Business Development
Virginia,70000,Sales/Retail/Business Development
Tennessee,70000,Sales/Retail/Business Development
North Carolina,70000,Sales/Retail/Business Development
Texas,80000,Accounting/Finance/Insurance
Texas,62500,Legal
Texas,23500,Accounting/Finance/Insurance
Texas,70000,Accounting/Finance/Insurance
Texas,100000,Systems Analysis - IT
Texas,60000,Manager (Manager/Supervisor of Staff)
Texas,150000,Experienced (Non-Manager)
Texas,70000,Experienced (Non-Manager)
Texas,55000,Accounting/Finance/Insurance
Texas,42500,Accounting/Finance/Insurance
Texas,67500,Manager (Manager/Supervisor of Staff)
Texas,45000,Experienced (Non-Manager)
Ohio,65000,Experienced (Non-Manager)
Texas,70000,Accounting/Finance/Insurance
Texas,55000,Entry Level
Texas,70000,Experienced (Non-Manager)
Texas,44000,Experienced (Non-Manager)
Texas,60000,Accounting/Finance/Insurance
Texas,77500,Accounting/Finance/Insurance
Texas,67500,Accounting/Finance/Insurance
Texas,50000,Entry Level
Texas,35000,Experienced (Non-Manager)
Texas,60000,Accounting/Finance/Insurance
Texas,110000,Sales/Retail/Business Development
Texas,85000,Manager (Manager/Supervisor of Staff)
Texas,67500,Accounting/Finance/Insurance
Texas,45000,Experienced (Non-Manager)
Texas,50000,Experienced (Non-Manager)
Texas,50000,Manager (Manager/Supervisor of Staff)
Texas,100000,IT/Software Development
Texas,92500,Experienced (Non-Manager)
Texas,115000,Experienced (Non-Manager)
Texas,100000,Experienced (Non-Manager)
Texas,82500,Accounting/Finance/Insurance
Texas,70000,Accounting/Finance/Insurance
Texas,62500,Accounting/Finance/Insurance
Texas,67500,Manager (Manager/Supervisor of Staff)
Texas,65000,Manager (Manager/Supervisor of Staff)
Texas,70000,Accounting/Finance/Insurance
Texas,82500,Accounting/Finance/Insurance
Texas,75000,Manager (Manager/Supervisor of Staff)
Texas,102500,Experienced (Non-Manager)
Texas,140500,Sales/Retail/Business Development
Texas,80000,Accounting/Finance/Insurance
Texas,70000,Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
Texas,80000,Accounting/Finance/Insurance
Texas,57500,Accounting/Finance/Insurance
Texas,60000,Accounting/Finance/Insurance
Texas,85000,Experienced (Non-Manager)
Texas,110000,Manager (Manager/Supervisor of Staff)
Texas,52500,Accounting/Finance/Insurance
Texas,37500,Entry Level
Texas,102500,Manager (Manager/Supervisor of Staff)
Texas,62500,Accounting/Finance/Insurance
Texas,57500,Accounting/Finance/Insurance
Texas,90000,Accounting/Finance/Insurance
Ohio,42500,Entry Level
Texas,70000,Accounting/Finance/Insurance
Ohio,40500,Experienced (Non-Manager)
Texas,95000,Experienced (Non-Manager)
Texas,45000,Business/Strategic Management
Texas,65000,Manager (Manager/Supervisor of Staff)
Texas,50000,Entry Level
Texas,95000,Accounting/Finance/Insurance
Texas,62500,Manager (Manager/Supervisor of Staff)
Texas,67500,Accounting/Finance/Insurance
Texas,65000,Accounting/Finance/Insurance
Texas,42500,Accounting/Finance/Insurance
Texas,45000,Experienced (Non-Manager)
Texas,45500,Food Services/Hospitality
Texas,85000,Accounting/Finance/Insurance
Texas,80000,Accounting/Finance/Insurance
Texas,77500,Experienced (Non-Manager)
Texas,42500,Experienced (Non-Manager)
Texas,95000,Experienced (Non-Manager)
Texas,80000,Accounting/Finance/Insurance
Texas,70000,Accounting/Finance/Insurance
Texas,107500,IT/Software Development
Texas,67500,Manager (Manager/Supervisor of Staff)
Texas,75000,Experienced (Non-Manager)
Texas,37500,Experienced (Non-Manager)
Texas,90000,Experienced (Non-Manager)
Texas,75000,Accounting/Finance/Insurance
Texas,37500,Experienced (Non-Manager)
Texas,107500,Medical/Health
Texas,45000,Sales/Retail/Business Development
Texas,40000,Experienced (Non-Manager)
Ohio,40000,Entry Level
Texas,48000,Experienced (Non-Manager)
Texas,34140,Manager (Manager/Supervisor of Staff)
Texas,82500,Manager (Manager/Supervisor of Staff)
Texas,32500,Accounting/Finance/Insurance
Texas,70000,Experienced (Non-Manager)
Texas,75000,Experienced (Non-Manager)
Texas,60000,Experienced (Non-Manager)
Texas,77500,Experienced (Non-Manager)
Texas,67500,Accounting/Finance/Insurance
Texas,50000,Entry Level
Texas,62500,Experienced (Non-Manager)
Texas,55000,Accounting/Finance/Insurance
Texas,45000,Business/Strategic Management
Texas,40000,Experienced (Non-Manager)
Texas,38200,Sales/Retail/Business Development
Ohio,40000,Entry Level
Texas,80000,Accounting/Finance/Insurance
Texas,84750,Experienced (Non-Manager)
Texas,57500,Accounting/Finance/Insurance
Texas,55000,Accounting/Finance/Insurance
Texas,35000,Entry Level
Texas,72500,Experienced (Non-Manager)
Texas,65000,Accounting/Finance/Insurance
Texas,82500,General/Other: Accounting/Finance
Texas,92500,Accounting/Finance/Insurance
Texas,70000,Experienced (Non-Manager)
Texas,110000,IT/Software Development
Texas,67500,Accounting/Finance/Insurance
Texas,120000,IT/Software Development
Texas,57500,Accounting/Finance/Insurance
Texas,92500,Accounting/Finance/Insurance
Texas,40000,Accounting/Finance/Insurance
Texas,55000,Accounting/Finance/Insurance
Texas,55000,Manager (Manager/Supervisor of Staff)
Texas,40000,Experienced (Non-Manager)
Texas,107500,Accounting/Finance/Insurance
Texas,85000,Experienced (Non-Manager)
Texas,82500,Accounting/Finance/Insurance
Tennessee,65000,Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
Tennessee,55000,Experienced (Non-Manager)
Tennessee,70000,Sales/Retail/Business Development
North Carolina,95000,Manager (Manager/Supervisor of Staff)
Pennsylvania,75000,Experienced (Non-Manager)
Illinois,77500,Manager (Manager/Supervisor of Staff)
Massachusetts,65000,Food Services/Hospitality
Wisconsin,42500,Food Services/Hospitality
Missouri,110000,Manager (Manager/Supervisor of Staff)
Pennsylvania,40000,Manager (Manager/Supervisor of Staff)
Arkansas,53000,Manager (Manager/Supervisor of Staff)
North Carolina,55000,Manager (Manager/Supervisor of Staff)
North Carolina,50000,Manager (Manager/Supervisor of Staff)
Florida,107500,Manager (Manager/Supervisor of Staff)
Texas,52500,Manager (Manager/Supervisor of Staff)
Texas,125000,Medical/Health
New York,135000,Student (High School)
Florida,48500,Manager (Manager/Supervisor of Staff)
Indiana,42500,Manager (Manager/Supervisor of Staff)
California,125000,Manager (Manager/Supervisor of Staff)
Iowa,55000,Manager (Manager/Supervisor of Staff)
Florida,48000,Manager (Manager/Supervisor of Staff)
Missouri,37500,Manager (Manager/Supervisor of Staff)
Missouri,52500,Manager (Manager/Supervisor of Staff)
Louisiana,50000,Manager (Manager/Supervisor of Staff)
Florida,37500,Manager (Manager/Supervisor of Staff)
Louisiana,51500,Food Services/Hospitality
California,147500,Medical/Health
Idaho,125000,Experienced (Non-Manager)
Missouri,37500,Manager (Manager/Supervisor of Staff)
Pennsylvania,36000,Food Services/Hospitality
Illinois,80000,Experienced (Non-Manager)
California,90000,Food Services/Hospitality
Louisiana,60000,Manager (Manager/Supervisor of Staff)
North Carolina,46000,Manager (Manager/Supervisor of Staff)
California,80000,Food Services/Hospitality
Colorado,47500,Manager (Manager/Supervisor of Staff)
Missouri,52500,Manager (Manager/Supervisor of Staff)
Louisiana,42000,Manager (Manager/Supervisor of Staff)
California,72500,Manager (Manager/Supervisor of Staff)
Pennsylvania,50000,Food Services/Hospitality
Florida,46000,Food Services/Hospitality
Pennsylvania,62500,Manager (Manager/Supervisor of Staff)
Florida,87500,Medical/Health
North Carolina,57500,Manager (Manager/Supervisor of Staff)
Illinois,80000,Manager (Manager/Supervisor of Staff)
Texas,47500,Manager (Manager/Supervisor of Staff)
Texas,52000,Medical/Health
Arizona,51500,Manager (Manager/Supervisor of Staff)
Wisconsin,42500,Food Services/Hospitality
Wisconsin,65000,Manager (Manager/Supervisor of Staff)
Florida,47500,Manager (Manager/Supervisor of Staff)
South carolina,40500,Manager (Manager/Supervisor of Staff)
California,73000,Experienced (Non-Manager)
California,45000,Experienced (Non-Manager)
Florida,50000,Manager (Manager/Supervisor of Staff)
Florida,49500,Manager (Manager/Supervisor of Staff)
California,27000,Manager (Manager/Supervisor of Staff)
Missouri,110000,Manager (Manager/Supervisor of Staff)
Florida,45000,Manager (Manager/Supervisor of Staff)
California,52500,Manager (Manager/Supervisor of Staff)
Florida,48000,Manager (Manager/Supervisor of Staff)
California,74000,Experienced (Non-Manager)
Kansas,60000,Manager (Manager/Supervisor of Staff)
Texas,65000,Manager (Manager/Supervisor of Staff)
California,41500,Experienced (Non-Manager)
California,52197.5,Experienced (Non-Manager)
Florida,51500,Manager (Manager/Supervisor of Staff)
Illinois,33500,Manager (Manager/Supervisor of Staff)
Kansas,46000,Manager (Manager/Supervisor of Staff)
Wisconsin,42500,Food Services/Hospitality
Pennsylvania,38000,Manager (Manager/Supervisor of Staff)
Maryland,130154.8,Experienced (Non-Manager)
Georgia,42500,Food Services/Hospitality
Kansas,55000,Manager (Manager/Supervisor of Staff)
Missouri,49500,Food Services/Hospitality
Missouri,38000,Food Services/Hospitality
Arkansas,110000,Manager (Manager/Supervisor of Staff)
Florida,50000,Manager (Manager/Supervisor of Staff)
North Carolina,34000,Manager (Manager/Supervisor of Staff)
Illinois,85000,Manager (Manager/Supervisor of Staff)
Wisconsin,50500,Food Services/Hospitality
Florida,45000,Manager (Manager/Supervisor of Staff)
Virginia,46000,Manager (Manager/Supervisor of Staff)
Florida,57500,Manager (Manager/Supervisor of Staff)
Florida,42500,Manager (Manager/Supervisor of Staff)
Wisconsin,42500,Food Services/Hospitality
Wisconsin,42500,Food Services/Hospitality
Texas,32500,Manager (Manager/Supervisor of Staff)
Ohio,55000,Manager (Manager/Supervisor of Staff)
California,60220,Experienced (Non-Manager)
Florida,45000,Manager (Manager/Supervisor of Staff)
Michigan,37500,Manager (Manager/Supervisor of Staff)
Louisiana,47500,Food Services/Hospitality
California,52500,Manager (Manager/Supervisor of Staff)
Louisiana,45000,Food Services/Hospitality
Wisconsin,42500,Food Services/Hospitality
California,45000,Manager (Manager/Supervisor of Staff)
Pennsylvania,46500,Experienced (Non-Manager)
Texas,34000,Manager (Manager/Supervisor of Staff)
Indiana,45000,Manager (Manager/Supervisor of Staff)
North Carolina,46000,Manager (Manager/Supervisor of Staff)
California,52500,Manager (Manager/Supervisor of Staff)
Nevada,52500,Food Services/Hospitality
California,41000,Experienced (Non-Manager)
